case_id,cnr_number,district,court_type,case_type,case_subtype,acts_and_sections,case_status,filed_date,last_hearing_date,petitioner_status,number_of_petitioners,number_of_respondents,petitioner_has_legal_aid,is_government_litigant,judge_id,judge_efficiency_score,evidence_complexity_score,is_bailable,fir_number,undertrial_duration_months,dispute_value_inr,is_commercial_dispute,case_age_days,adjournments_count,priority_score
CASE20257461,KA2508-266525-2019,Dharmavaram,District Court,Criminal,Dowry,IPC 420,Evidence,10-11-2024,10-04-2025,Normal,2,2,FALSE,FALSE,JUDGE-15,0.60039864,2,Bailable,FIR-771/2025,0,,FALSE,335,65,18.29
CASE20257462,KA7509-294492-2024,Nashik,High Court,Family,Divorce,Civil Procedure Code,Evidence,02-04-2016,24-02-2018,Normal,1,2,TRUE,FALSE,JUDGE-9,0.857957551,9,,,0,0,FALSE,3479,36,39.13
CASE20257463,KA4807-418138-2020,Noida,Magistrate Court,Criminal,Assault,NDPS Act,Evidence,05-01-2025,13-04-2026,Undertrial,3,7,FALSE,FALSE,JUDGE-10,0.874007546,5,Non-Bailable,FIR-879/2025,2,,FALSE,279,9,42.94
CASE20257464,KA6307-649551-2014,Proddatur,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,11-02-2015,03-05-2015,Normal,1,3,FALSE,FALSE,JUDGE-5,1.277799327,3,,,0,3748846,FALSE,3895,28,34.9
CASE20257465,KA6409-483965-2016,Secunderabad,District Court,Family,Maintenance,Civil Procedure Code,Evidence,15-06-2019,08-08-2019,Normal,2,7,TRUE,FALSE,JUDGE-10,0.874007546,7,,,0,0,FALSE,2310,33,29.22
CASE20257466,KA7204-607894-2021,Ahmednagar,High Court,Criminal,Fraud,POCSO Act,Evidence,29-04-2023,26-12-2024,Normal,1,3,FALSE,TRUE,JUDGE-3,1.394636182,5,Non-Bailable,FIR-650/2025,0,,FALSE,896,33,33.54
CASE20257467,KA8202-391059-2022,Faridabad,High Court,Criminal,Assault,POCSO Act,Evidence,05-12-2011,04-08-2012,Normal,2,7,TRUE,FALSE,JUDGE-18,0.982453115,6,Non-Bailable,FIR-60/2025,0,,FALSE,5059,55,53
CASE20257468,KA8506-391891-2014,Jorhat,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,24-04-2018,19-06-2018,Undertrial,5,2,FALSE,FALSE,JUDGE-16,0.919818682,9,,,0,1418765,FALSE,2727,66,63.18
CASE20257469,KA9305-371616-2022,Ujjain,District Court,Criminal,Dowry,POCSO Act,Evidence,09-10-2018,26-06-2019,Normal,2,2,FALSE,FALSE,JUDGE-3,1.394636182,10,Non-Bailable,FIR-599/2025,0,,FALSE,2559,74,47.53
CASE20257470,KA6307-296010-2019,Dehri,District Court,Criminal,Theft,POCSO Act,Arguments,29-03-2012,13-10-2012,Normal,4,5,FALSE,TRUE,JUDGE-18,0.982453115,1,Non-Bailable,FIR-569/2025,0,,FALSE,4944,3,41.4
CASE20257471,KA3901-834038-2018,Bareilly,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,03-04-2022,16-10-2022,Normal,1,2,FALSE,FALSE,JUDGE-5,1.277799327,10,,,0,657346,FALSE,1287,3,14.72
CASE20257472,KA5603-618556-2016,Thoothukudi,District Court,Family,Child Custody,Civil Procedure Code,Summons,23-12-2022,19-06-2023,Undertrial,1,7,FALSE,FALSE,JUDGE-12,0.640932752,2,,,0,0,FALSE,1023,71,48.01
CASE20257473,KA6904-375184-2021,Motihari,District Court,Property,Inheritance,Civil Procedure Code,Evidence,06-12-2017,03-08-2019,Normal,2,7,FALSE,TRUE,JUDGE-11,0.648393063,5,,,0,122047,FALSE,2866,59,42.13
CASE20257474,KA7904-508246-2015,Dharmavaram,High Court,Civil,Contract Breach,Civil Procedure Code,Arguments,28-09-2012,19-08-2014,Corporation,2,4,FALSE,FALSE,JUDGE-13,1.153669741,6,,,0,143744,FALSE,4761,63,43
CASE20257475,KA4702-339164-2014,Hyderabad,Magistrate Court,Civil,Eviction,Civil Procedure Code,Arguments,04-07-2018,26-01-2019,Senior Citizen,5,2,FALSE,FALSE,JUDGE-4,0.735865936,5,,,0,4810955,FALSE,2656,15,40.19
CASE20257476,KA3906-567518-2023,Raebareli,District Court,Criminal,Cybercrime,NDPS Act,Evidence,07-01-2022,07-04-2022,Undertrial,5,4,FALSE,FALSE,JUDGE-18,0.982453115,1,Bailable,FIR-249/2025,21,,FALSE,1373,29,52.35
CASE20257477,KA8108-908797-2011,Berhampore,District Court,Criminal,Assault,IPC 302,Arguments,15-11-2014,01-06-2016,Normal,5,4,FALSE,FALSE,JUDGE-19,1.403128866,5,Bailable,FIR-616/2025,0,,FALSE,3983,36,38.3
CASE20257478,KA2202-791774-2014,Delhi,High Court,Civil,Tort Claim,Civil Procedure Code,Arguments,03-02-2021,15-11-2021,Normal,1,4,FALSE,FALSE,JUDGE-10,0.874007546,2,,,0,4052820,FALSE,1711,24,19.92
CASE20257479,KA2403-217255-2017,Thanjavur,District Court,Criminal,Theft,NDPS Act,Order Pending,05-02-2013,09-06-2014,Corporation,4,2,FALSE,TRUE,JUDGE-12,0.640932752,2,Bailable,FIR-945/2025,0,,FALSE,4631,58,46
CASE20257480,KA6002-399170-2016,Kanpur,High Court,Criminal,Assault,POCSO Act,Order Pending,08-01-2013,21-07-2014,Normal,4,5,FALSE,FALSE,JUDGE-8,1.203428678,7,Bailable,FIR-301/2025,0,,FALSE,4659,8,30.9
CASE20257481,KA8709-900792-2020,Udaipur,District Court,Criminal,Assault,IPC 302,Evidence,03-01-2020,02-02-2021,Normal,5,3,FALSE,FALSE,JUDGE-17,1.392299379,9,Non-Bailable,FIR-892/2025,0,,FALSE,2108,56,43.94
CASE20257482,KA6506-853482-2019,New Delhi,High Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,05-11-2019,16-03-2020,Undertrial,5,7,FALSE,FALSE,JUDGE-12,0.640932752,6,,,0,53981970,TRUE,2167,49,72.54
CASE20257483,KA4002-117646-2013,Uluberia,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,29-05-2022,14-11-2022,Normal,5,7,FALSE,FALSE,JUDGE-13,1.153669741,8,,,0,1969867,FALSE,1231,41,24.73
CASE20257484,KA7109-779718-2015,Nanded,District Court,Criminal,Dowry,IPC 420,Evidence,08-07-2011,16-01-2013,Corporation,5,6,FALSE,FALSE,JUDGE-6,0.824435775,3,Non-Bailable,FIR-305/2025,0,,FALSE,5209,30,45.5
CASE20257485,KA8708-844669-2018,Bhimavaram,High Court,Criminal,Dowry,IPC 420,Arguments,27-10-2021,20-09-2022,Normal,1,7,FALSE,FALSE,JUDGE-14,1.482045073,1,Non-Bailable,FIR-107/2025,0,,FALSE,1445,45,33.9
CASE20257486,KA9801-721183-2018,Visakhapatnam,Magistrate Court,Criminal,Theft,NDPS Act,Evidence,05-02-2023,07-12-2024,Undertrial,2,5,FALSE,TRUE,JUDGE-5,1.277799327,10,Non-Bailable,FIR-466/2025,26,,FALSE,979,34,71.91
CASE20257487,KA4202-322106-2015,Bilaspur,District Court,Property,Title Dispute,Civil Procedure Code,Summons,10-03-2012,23-06-2013,Normal,4,1,FALSE,FALSE,JUDGE-11,0.648393063,5,,,0,696352,FALSE,4963,53,42.5
CASE20257488,KA3002-634975-2019,Panipat,High Court,Criminal,Dowry,IPC 302,Evidence,07-02-2017,21-10-2017,Undertrial,3,1,FALSE,FALSE,JUDGE-13,1.153669741,5,Bailable,FIR-683/2025,27,,FALSE,3168,16,64
CASE20257489,KA8503-386431-2019,Mahbubnagar,District Court,Criminal,Fraud,IPC 302,Arguments,08-12-2018,22-06-2020,Senior Citizen,3,2,TRUE,FALSE,JUDGE-17,1.392299379,6,Bailable,FIR-305/2025,0,,FALSE,2499,15,39.62
CASE20257490,KA5309-114158-2016,Parbhani,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Summons,14-01-2021,05-09-2021,Normal,3,3,FALSE,FALSE,JUDGE-17,1.392299379,3,,,0,12690261,TRUE,1731,64,42.56
CASE20257491,KA6403-217710-2024,Bulandshahr,District Court,Criminal,Dowry,IPC 302,Arguments,12-12-2017,10-03-2018,Normal,5,2,FALSE,FALSE,JUDGE-12,0.640932752,9,Bailable,FIR-379/2025,0,,FALSE,2860,5,25.59
CASE20257492,KA1309-160937-2020,Ichalkaranji,District Court,Criminal,Cybercrime,NDPS Act,Pleadings,17-02-2022,16-02-2023,Corporation,2,2,FALSE,FALSE,JUDGE-3,1.394636182,3,Bailable,FIR-557/2025,0,,FALSE,1332,48,25.02
CASE20257493,KA5501-744658-2020,Bhalswa Jahangir Pur,District Court,Civil,Eviction,Civil Procedure Code,Summons,04-03-2024,23-03-2025,Normal,1,7,FALSE,FALSE,JUDGE-15,0.60039864,5,,,0,1670973,FALSE,586,23,13.41
CASE20257494,KA9509-849753-2021,Pali,District Court,Civil,Land Dispute,Civil Procedure Code,Arguments,18-07-2018,09-03-2019,Undertrial,1,6,FALSE,FALSE,JUDGE-6,0.824435775,4,,,0,3708436,FALSE,2642,27,53.2
CASE20257495,KA5009-707613-2024,Saharanpur,District Court,Criminal,Fraud,POCSO Act,Order Pending,07-09-2023,21-03-2025,Normal,4,7,FALSE,TRUE,JUDGE-8,1.203428678,5,Non-Bailable,FIR-585/2025,0,,FALSE,765,11,26.04
CASE20257496,KA9803-208791-2020,Kadapa,District Court,Civil,Contract Breach,Civil Procedure Code,Order Pending,02-10-2018,27-09-2019,Normal,4,7,FALSE,FALSE,JUDGE-6,0.824435775,4,,,0,3907391,FALSE,2566,65,34.58
CASE20257497,KA8803-862281-2013,Bhatpara,Magistrate Court,Criminal,Cybercrime,IPC 302,Evidence,18-09-2011,24-11-2012,Normal,4,2,FALSE,FALSE,JUDGE-2,1.372803497,7,Non-Bailable,FIR-92/2025,0,,FALSE,5137,47,52.6
CASE20257498,KA1406-653928-2023,Jaipur,Magistrate Court,Criminal,Fraud,IPC 420,Order Pending,15-08-2015,15-06-2016,Normal,2,3,FALSE,FALSE,JUDGE-16,0.919818682,8,Bailable,FIR-491/2025,0,,FALSE,3710,39,40.7
CASE20257499,KA8007-930547-2010,Jamalpur,District Court,Criminal,Dowry,IPC 302,Evidence,04-09-2021,06-02-2022,Normal,2,2,FALSE,FALSE,JUDGE-6,0.824435775,2,Non-Bailable,FIR-911/2025,0,,FALSE,1498,36,32.06
CASE20257500,KA6301-449300-2022,Begusarai,District Court,Civil,Eviction,Civil Procedure Code,Evidence,24-09-2023,03-06-2024,Senior Citizen,2,1,FALSE,FALSE,JUDGE-11,0.648393063,7,,,0,3342984,FALSE,748,42,36.22
CASE20257501,KA6806-482940-2024,Bathinda,District Court,Criminal,Fraud,IPC 420,Arguments,12-08-2017,18-02-2018,Normal,4,5,FALSE,FALSE,JUDGE-19,1.403128866,2,Bailable,FIR-229/2025,0,,FALSE,2982,43,34.32
CASE20257502,KA6101-338051-2014,Chandrapur,District Court,Criminal,Dowry,POCSO Act,Evidence,20-02-2020,19-07-2020,Normal,3,1,FALSE,FALSE,JUDGE-11,0.648393063,1,Non-Bailable,FIR-945/2025,0,,FALSE,2060,56,39.61
CASE20257503,KA2004-946326-2015,Nagpur,District Court,Civil,Tort Claim,Civil Procedure Code,Arguments,06-09-2019,15-12-2020,Normal,2,4,FALSE,FALSE,JUDGE-2,1.372803497,7,,,0,3270794,FALSE,2227,24,25.95
CASE20257504,KA4101-603551-2024,Silchar,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,16-08-2015,02-01-2016,Senior Citizen,4,3,TRUE,TRUE,JUDGE-17,1.392299379,9,,,0,4626598,FALSE,3709,11,52.8
CASE20257505,KA3003-743641-2011,Thoothukudi,District Court,Criminal,Theft,IPC 302,Order Pending,30-05-2020,16-06-2021,Normal,3,6,TRUE,FALSE,JUDGE-10,0.874007546,7,Bailable,FIR-488/2025,0,,FALSE,1960,23,23.82
CASE20257506,KA8609-153074-2023,Nangloi Jat,High Court,Criminal,Cybercrime,NDPS Act,Order Pending,21-03-2015,05-01-2017,Corporation,1,4,FALSE,TRUE,JUDGE-6,0.824435775,4,Bailable,FIR-216/2025,0,,FALSE,3857,31,41.3
CASE20257507,KA6801-278978-2015,Khandwa,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,17-03-2019,31-10-2019,Undertrial,5,6,FALSE,FALSE,JUDGE-18,0.982453115,4,,,0,3756886,FALSE,2400,28,51.84
CASE20257508,KA6707-549146-2024,Latur,District Court,Criminal,Assault,POCSO Act,Pleadings,25-10-2017,20-06-2019,Normal,4,3,FALSE,TRUE,JUDGE-15,0.60039864,7,Non-Bailable,FIR-645/2025,0,,FALSE,2908,72,53.42
CASE20257509,KA8108-884021-2020,Rajahmundry,District Court,Criminal,Dowry,IPC 420,Summons,10-11-2010,01-01-2012,Woman/Child,2,3,FALSE,FALSE,JUDGE-7,1.023783949,2,Bailable,FIR-320/2025,0,,FALSE,5449,27,49.1
CASE20257510,KA5606-623065-2022,Jalgaon,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,24-02-2025,25-09-2026,Normal,2,3,FALSE,FALSE,JUDGE-7,1.023783949,8,,,0,1220644,FALSE,229,33,15.47
CASE20257511,KA1304-541913-2010,Nagpur,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,05-02-2013,26-09-2014,Undertrial,5,4,FALSE,FALSE,JUDGE-5,1.277799327,1,,,0,164039,FALSE,4631,32,60.1
CASE20257512,KA2507-771972-2012,Gandhinagar,High Court,Criminal,Assault,NDPS Act,Evidence,14-06-2018,09-10-2019,Normal,1,5,FALSE,FALSE,JUDGE-5,1.277799327,6,Non-Bailable,FIR-652/2025,0,,FALSE,2676,0,31.33
CASE20257513,KA5008-729014-2020,Dharmavaram,District Court,Civil,Eviction,Civil Procedure Code,Evidence,28-02-2014,19-12-2015,Senior Citizen,3,3,FALSE,FALSE,JUDGE-13,1.153669741,3,,,0,810925,FALSE,4243,36,52.3
CASE20257514,KA1402-193444-2021,Sasaram,District Court,Criminal,Theft,IPC 302,Order Pending,17-08-2025,21-02-2027,Normal,4,6,FALSE,FALSE,JUDGE-7,1.023783949,9,Bailable,FIR-586/2025,0,,FALSE,55,38,16.28
CASE20257515,KA3809-229397-2018,Mahbubnagar,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,28-05-2015,20-10-2016,Senior Citizen,2,6,TRUE,TRUE,JUDGE-20,0.760254494,5,,,0,1345931,FALSE,3789,1,47.8
CASE20257516,KA1606-429797-2023,Sonipat,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Arguments,19-02-2013,24-09-2013,Normal,5,1,FALSE,FALSE,JUDGE-3,1.394636182,9,,,0,5325100,TRUE,4617,8,45.35
CASE20257517,KA1209-234194-2013,Satna,High Court,Property,Partition Suit,Civil Procedure Code,Pleadings,31-05-2021,30-05-2022,Normal,1,5,TRUE,FALSE,JUDGE-16,0.919818682,3,,,0,416637,FALSE,1594,31,21.72
CASE20257518,KA6406-669283-2014,Kalyan-Dombivli,High Court,Criminal,Dowry,IPC 420,Order Pending,22-12-2010,31-01-2011,Normal,3,6,FALSE,FALSE,JUDGE-17,1.392299379,1,Bailable,FIR-635/2025,0,,FALSE,5407,62,40.5
CASE20257519,KA2301-417864-2014,Bidar,High Court,Criminal,Cybercrime,NDPS Act,Arguments,14-06-2024,24-08-2024,Undertrial,2,3,FALSE,FALSE,JUDGE-10,0.874007546,3,Non-Bailable,FIR-15/2025,3,,FALSE,484,52,56.07
CASE20257520,KA4205-662875-2013,Rajkot,District Court,Criminal,Theft,POCSO Act,Order Pending,03-08-2017,05-07-2018,Senior Citizen,4,1,FALSE,FALSE,JUDGE-15,0.60039864,4,Non-Bailable,FIR-497/2025,0,,FALSE,2991,0,47.49
CASE20257521,KA3706-748843-2015,Dewas,Magistrate Court,Criminal,Fraud,NDPS Act,Arguments,09-12-2019,21-06-2020,Normal,3,7,FALSE,FALSE,JUDGE-19,1.403128866,6,Non-Bailable,FIR-421/2025,0,,FALSE,2133,16,32.41
CASE20257522,KA8205-937443-2012,Karaikudi,Magistrate Court,Criminal,Fraud,POCSO Act,Order Pending,21-12-2014,31-08-2016,Normal,2,3,FALSE,FALSE,JUDGE-19,1.403128866,4,Non-Bailable,FIR-703/2025,0,,FALSE,3947,30,46
CASE20257523,KA3401-937434-2011,Malegaon,High Court,Civil,Eviction,Civil Procedure Code,Evidence,23-01-2016,15-03-2016,Corporation,5,3,FALSE,TRUE,JUDGE-5,1.277799327,4,,,0,4972401,FALSE,3549,21,37.61
CASE20257524,KA6301-249390-2013,Phusro,Magistrate Court,Criminal,Assault,IPC 420,Evidence,16-02-2017,27-09-2018,Corporation,5,4,FALSE,TRUE,JUDGE-11,0.648393063,10,Bailable,FIR-882/2025,0,,FALSE,3159,49,46.34
CASE20257525,KA5104-988159-2013,Asansol,District Court,Criminal,Theft,NDPS Act,Arguments,13-02-2018,27-11-2019,Normal,4,2,FALSE,TRUE,JUDGE-3,1.394636182,2,Bailable,FIR-822/2025,0,,FALSE,2797,39,36.86
CASE20257526,KA1109-268541-2019,Udupi,District Court,Criminal,Dowry,IPC 302,Evidence,05-08-2016,20-10-2017,Normal,5,3,TRUE,FALSE,JUDGE-2,1.372803497,1,Bailable,FIR-956/2025,0,,FALSE,3354,70,38.47
CASE20257527,KA2109-796544-2015,Raiganj,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Order Pending,07-06-2012,24-08-2013,Corporation,1,4,FALSE,FALSE,JUDGE-8,1.203428678,3,,,0,50325374,TRUE,4874,34,51.7
CASE20257528,KA8906-224082-2024,Machilipatnam,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,02-02-2022,07-01-2024,Normal,3,5,FALSE,TRUE,JUDGE-20,0.760254494,4,,,0,2806337,FALSE,1347,52,31.23
CASE20257529,KA2004-357836-2020,Hubli–Dharwad,High Court,Civil,Contract Breach,Civil Procedure Code,Order Pending,06-06-2020,17-04-2021,Normal,4,3,FALSE,FALSE,JUDGE-16,0.919818682,1,,,0,1904297,FALSE,1953,34,24.08
CASE20257530,KA1903-714073-2022,Chittoor,High Court,Civil,Tort Claim,Civil Procedure Code,Summons,08-09-2015,11-10-2016,Normal,1,6,FALSE,FALSE,JUDGE-17,1.392299379,1,,,0,3040846,FALSE,3686,1,25.8
CASE20257531,KA2609-476907-2018,Jhansi,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,21-05-2018,07-07-2018,Normal,2,5,TRUE,FALSE,JUDGE-19,1.403128866,4,,,0,3892235,FALSE,2700,40,32.49
CASE20257532,KA5302-315056-2024,Silchar,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,24-08-2020,24-10-2020,Normal,1,7,FALSE,FALSE,JUDGE-1,0.940730844,4,,,0,2098322,FALSE,1874,31,24.14
CASE20257533,KA5003-592891-2017,Fatehpur,District Court,Civil,Eviction,Civil Procedure Code,Arguments,16-03-2025,02-02-2026,Normal,1,3,FALSE,FALSE,JUDGE-5,1.277799327,6,,,0,522231,FALSE,209,60,19.43
CASE20257534,KA4605-806319-2022,Thane,High Court,Criminal,Dowry,IPC 302,Arguments,09-09-2025,20-11-2025,Normal,3,3,FALSE,FALSE,JUDGE-7,1.023783949,4,Bailable,FIR-503/2025,0,,FALSE,32,47,16.32
CASE20257535,KA9002-823717-2013,Coimbatore,High Court,Family,Maintenance,Civil Procedure Code,Evidence,15-05-2015,27-06-2016,Corporation,1,5,FALSE,FALSE,JUDGE-3,1.394636182,3,,,0,0,FALSE,3802,33,36.4
CASE20257536,KA2209-915704-2021,Mango,High Court,Family,Divorce,Civil Procedure Code,Evidence,12-10-2019,14-08-2021,Normal,1,2,FALSE,FALSE,JUDGE-1,0.940730844,5,,,0,0,FALSE,2191,45,31.01
CASE20257537,KA4606-149664-2014,Jodhpur,District Court,Property,Title Dispute,Civil Procedure Code,Evidence,16-03-2011,28-09-2011,Corporation,1,1,FALSE,TRUE,JUDGE-13,1.153669741,9,,,0,628611,FALSE,5323,41,46.8
CASE20257538,KA7505-836331-2024,Ambattur,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,05-12-2018,17-08-2020,Normal,5,6,FALSE,FALSE,JUDGE-8,1.203428678,7,,,0,96129392,TRUE,2502,54,50.64
CASE20257539,KA4405-625003-2014,Bareilly,Magistrate Court,Civil,Eviction,Civil Procedure Code,Summons,09-06-2021,19-01-2023,Senior Citizen,4,7,FALSE,FALSE,JUDGE-5,1.277799327,2,,,0,3604708,FALSE,1585,54,41.86
CASE20257540,KA3005-611631-2021,Muzaffarnagar,District Court,Property,Title Dispute,Civil Procedure Code,Evidence,08-03-2021,24-01-2022,Normal,4,1,FALSE,FALSE,JUDGE-10,0.874007546,8,,,0,4228802,FALSE,1678,21,21.79
CASE20257541,KA9803-558472-2013,Dharmavaram,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,10-11-2017,08-06-2018,Normal,4,3,FALSE,FALSE,JUDGE-12,0.640932752,7,,,0,11144904,TRUE,2892,39,49.1
CASE20257542,KA4608-746499-2022,Avadi,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Evidence,28-05-2025,19-01-2026,Normal,1,3,FALSE,FALSE,JUDGE-16,0.919818682,10,,,0,63769575,TRUE,136,1,21.23
CASE20257543,KA4102-293207-2023,Ongole,Magistrate Court,Commercial,Insolvency,"Companies Act, 2013",Summons,14-03-2013,24-04-2013,Normal,2,3,FALSE,FALSE,JUDGE-2,1.372803497,10,,,0,8166606,TRUE,4594,7,45.92
CASE20257544,KA9408-726337-2021,Vijayanagaram,District Court,Criminal,Fraud,IPC 420,Arguments,19-12-2023,20-05-2025,Normal,5,7,TRUE,FALSE,JUDGE-13,1.153669741,3,Non-Bailable,FIR-925/2025,0,,FALSE,662,32,25.63
CASE20257545,KA1305-849664-2014,Howrah,District Court,Commercial,Insolvency,"Companies Act, 2013",Pleadings,12-05-2023,21-04-2024,Normal,4,2,FALSE,TRUE,JUDGE-1,0.940730844,10,,,0,9879297,TRUE,883,28,38.44
CASE20257546,KA8305-430517-2015,Kadapa,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,28-02-2018,05-09-2019,Normal,5,3,FALSE,TRUE,JUDGE-2,1.372803497,9,,,0,41321219,TRUE,2782,41,55.85
CASE20257547,KA7301-612467-2018,Medininagar,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Pleadings,17-08-2021,27-01-2022,Normal,2,1,FALSE,FALSE,JUDGE-2,1.372803497,9,,,0,66190508,TRUE,1516,69,44.88
CASE20257548,KA4209-742358-2010,Kumbakonam,District Court,Civil,Land Dispute,Civil Procedure Code,Pleadings,03-07-2011,14-01-2012,Undertrial,3,3,FALSE,TRUE,JUDGE-11,0.648393063,5,,,0,3435753,FALSE,5214,47,71.6
CASE20257549,KA8106-233688-2015,Morbi,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,20-07-2017,25-06-2018,Normal,4,4,FALSE,FALSE,JUDGE-19,1.403128866,10,,,0,4264104,FALSE,3005,60,40.58
CASE20257550,KA6606-641374-2016,Madhyamgram,District Court,Criminal,Cybercrime,POCSO Act,Order Pending,02-09-2025,26-01-2027,Normal,3,6,FALSE,TRUE,JUDGE-12,0.640932752,9,Non-Bailable,FIR-797/2025,0,,FALSE,39,59,34.77
CASE20257551,KA6506-573800-2010,Jalandhar,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Order Pending,15-03-2021,13-06-2022,Normal,4,2,FALSE,TRUE,JUDGE-11,0.648393063,9,,,0,4554794,FALSE,1671,54,35.95
CASE20257552,KA8904-990232-2015,Siwan,District Court,Civil,Eviction,Civil Procedure Code,Pleadings,06-01-2018,03-07-2018,Normal,1,5,FALSE,FALSE,JUDGE-3,1.394636182,9,,,0,1813650,FALSE,2835,38,35.32
CASE20257553,KA4803-544971-2016,Kurnool,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,24-10-2018,24-02-2020,Corporation,3,3,TRUE,FALSE,JUDGE-11,0.648393063,5,,,0,3478527,FALSE,2544,50,34.92
CASE20257554,KA4306-371194-2016,Bulandshahr,Magistrate Court,Family,Divorce,Civil Procedure Code,Arguments,08-01-2011,30-05-2011,Undertrial,1,6,FALSE,FALSE,JUDGE-17,1.392299379,4,,,0,0,FALSE,5390,18,57.4
CASE20257555,KA3504-110979-2013,Karimnagar,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,28-07-2018,25-07-2019,Normal,4,7,FALSE,FALSE,JUDGE-17,1.392299379,8,,,0,1050275,FALSE,2632,11,25.33
CASE20257556,KA1002-643953-2012,Nellore,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,16-09-2015,10-02-2016,Normal,3,6,FALSE,FALSE,JUDGE-15,0.60039864,8,,,0,3569476,FALSE,3678,66,44
CASE20257557,KA7509-987244-2015,Satara,Magistrate Court,Criminal,Theft,POCSO Act,Summons,12-01-2017,06-04-2018,Normal,4,7,FALSE,FALSE,JUDGE-1,0.940730844,1,Non-Bailable,FIR-74/2025,0,,FALSE,3194,23,39.28
CASE20257558,KA7802-977654-2021,Mau,District Court,Family,Child Custody,Civil Procedure Code,Arguments,02-02-2019,15-05-2020,Normal,2,5,FALSE,FALSE,JUDGE-11,0.648393063,2,,,0,0,FALSE,2443,44,30.93
CASE20257559,KA9308-449069-2011,Madhyamgram,District Court,Commercial,Insolvency,"Companies Act, 2013",Summons,21-05-2023,23-04-2024,Corporation,4,6,TRUE,FALSE,JUDGE-1,0.940730844,4,,,0,80916160,TRUE,874,73,37.99
CASE20257560,KA8407-513012-2016,Erode,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,04-11-2016,23-08-2018,Normal,5,7,FALSE,FALSE,JUDGE-18,0.982453115,10,,,0,1665138,FALSE,3263,16,32.15
CASE20257561,KA5605-367293-2019,Pali,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,21-12-2022,11-05-2023,Normal,1,1,FALSE,FALSE,JUDGE-14,1.482045073,10,,,0,35459156,TRUE,1025,21,33.32
CASE20257562,KA7404-381369-2010,Chandigarh,District Court,Criminal,Dowry,IPC 302,Order Pending,03-02-2025,07-07-2025,Normal,3,4,FALSE,TRUE,JUDGE-16,0.919818682,10,Bailable,FIR-325/2025,0,,FALSE,250,11,15.01
CASE20257563,KA3801-629745-2011,Kirari Suleman Nagar,District Court,Civil,Eviction,Civil Procedure Code,Evidence,01-10-2018,28-05-2020,Normal,4,2,FALSE,FALSE,JUDGE-1,0.940730844,6,,,0,4758420,FALSE,2567,35,31.08
CASE20257564,KA8304-164169-2016,Kolhapur,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,25-03-2012,23-11-2013,Corporation,3,3,TRUE,TRUE,JUDGE-4,0.735865936,4,,,0,1402280,FALSE,4948,5,33.5
CASE20257565,KA7607-513473-2015,Chennai,District Court,Criminal,Assault,NDPS Act,Summons,15-09-2013,28-02-2015,Normal,2,5,FALSE,FALSE,JUDGE-13,1.153669741,3,Non-Bailable,FIR-344/2025,0,,FALSE,4409,17,41.6
CASE20257566,KA3209-674905-2021,Bhavnagar,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,06-06-2017,18-01-2019,Senior Citizen,3,5,FALSE,TRUE,JUDGE-6,0.824435775,6,,,0,3818290,FALSE,3049,10,46.88
CASE20257567,KA6909-173204-2016,Anantapur,High Court,Criminal,Assault,POCSO Act,Evidence,21-02-2019,02-04-2019,Normal,4,3,FALSE,FALSE,JUDGE-20,0.760254494,6,Bailable,FIR-692/2025,0,,FALSE,2424,60,34.6
CASE20257568,KA9907-676493-2021,Siliguri,District Court,Criminal,Fraud,IPC 302,Evidence,08-03-2014,07-09-2015,Normal,4,4,TRUE,TRUE,JUDGE-13,1.153669741,4,Non-Bailable,FIR-462/2025,0,,FALSE,4235,59,57
